NOME INSTITUIÇÃO;CÓD COMPE AG;UF
BMS SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;CE
BRX CORRETORA DE CÂMBIO LTDA.;0000;RJ
NUMATUR CORRETORA DE CÂMBIO LTDA.;0000;SP
CREFAZ SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;0000;PR
COMPANHIA HIPOTECÁRIA PIRATINI - CHP;0000;RS
CONECTA CORRETORA DE CÂMBIO LTDA.;0000;BA
TORRES MENDES & MENDES SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;0000;SP
UBS BRASIL BANCO DE INVESTIMENTO S.A.;0000;SP
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.;0000;SP
AZIMUT BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0000;SP
FINSOL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;0000;PE
OMNI S.A. ARRENDAMENTO MERCANTIL;0000;SP
MUTUAL APETRIM CREDITO IMOBILIARIO S/A;0000;MG
INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;0000;MG
EXECUTIVE CORRETORA DE CÂMBIO LTDA.;0000;RS
MS BANK S.A. BANCO DE CÂMBIO;0000;PR
LAMARA SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;CE
PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0000;SP
PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0000;RO
PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0000;MT
HR SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;0000;AL
EGONCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;0000;SP
VNK SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;0000;CE
BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;RS
GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;0000;RJ
GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;0000;MG
CARTOS SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;SP
VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;0000;SP
SINOSSERRA FINANCEIRA S/A - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;RS
GOOD CORRETORA DE CÂMBIO LTDA;0000;RS
DEUTSCHE SPARKASSEN LEASING DO BRASIL BANCO MÚLTIPLO S.A.;0000;SP
COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;0000;SP
WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;SP
BANCO KOMATSU DO BRASIL S.A.;0001;SP
GUITTA CORRETORA DE CAMBIO LTDA.;0000;SP
LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;0000;SP
FFA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;0000;SP
BB-BANCO DE INVESTIMENTO S/A;0000;RJ
AVS CORRETORA DE CÂMBIO LTDA.;0000;PR
MUNDINVEST S.A.-CORRETORA DE CAMBIO E VALORES MOBILIARIOS;0000;MG
CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;0000;RS
BANCO DIGIO S.A.;0000;SP
AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;MT
FINANCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;0000;MS
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;0000;RS
GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;0000;RJ
GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;0000;RS
GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;0000;SP
GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;0000;MG
IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;SP
ELITE CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA;0000;RJ
ELITE CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA;0000;SP
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0137;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0138;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0139;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0111;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0112;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0113;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0114;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0115;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0116;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0117;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0120;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0101;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0121;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0102;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0122;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0123;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0124;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0125;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0126;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0127;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0128;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0129;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0133;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0119;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0135;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0136;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0118;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0130;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0132;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0134;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0105;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0107;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0106;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0140;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0142;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0141;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0149;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0148;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0157;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0158;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0156;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0147;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0174;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0108;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0159;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0143;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0161;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0145;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0162;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0092;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0146;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0164;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0151;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0152;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0090;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0150;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0153;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0091;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0166;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0170;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0169;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0110;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0087;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0176;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0109;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0083;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0173;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0177;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0187;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0186;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0180;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0182;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0185;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0184;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0183;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0144;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0168;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0155;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0167;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0199;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0049;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0044;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0076;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0208;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0160;SP
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0051;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0274;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0271;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0038;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0065;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0201;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0003;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0188;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0278;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0279;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0062;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0059;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0034;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0236;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0036;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0276;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0526;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0104;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0552;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0601;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0609;ES
BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;0674;ES
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;0000;ES
BANESTES DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A;0000;ES
BANCO ABC BRASIL S.A.;0001;SP
BANCO ABC BRASIL S.A.;0004;SP
BANCO ABC BRASIL S.A.;0006;RJ
BANCO ABC BRASIL S.A.;0033;MG
BANCO ABC BRASIL S.A.;0009;PR
BANCO ABC BRASIL S.A.;0012;SP
BANCO ABC BRASIL S.A.;0013;GO
BANCO ABC BRASIL S.A.;0014;SC
BANCO ABC BRASIL S.A.;0015;PE
BANCO ABC BRASIL S.A.;0016;RS
BANCO PACCAR S.A.;0000;PR
BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;MG
BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0002;SP
BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0003;RJ
SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;0000;CE
INTL FCSTONE BANCO DE CÂMBIO S.A.;0000;SP
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;0001;SP
TORO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0000;MG
BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;0000;RJ
BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;0000;SP
BANCO HYUNDAI CAPITAL BRASIL S.A.;0001;SP
TURMA CORRETORA DE CÂMBIO LTDA;0000;RS
BANCO BTG PACTUAL S.A.;0001;RJ
BANCO BTG PACTUAL S.A.;0002;SP
BANCO BTG PACTUAL S.A.;0003;MG
BANCO BTG PACTUAL S.A.;0004;PE
BANCO BTG PACTUAL S.A.;0010;RS
BANCO BTG PACTUAL S.A.;0012;PR
BANCO BTG PACTUAL S.A.;0020;SP
BANCO BTG PACTUAL S.A.;0008;SP
BANCO BTG PACTUAL S.A.;0025;SP
BANCO BTG PACTUAL S.A.;0030;SP
BANCO BTG PACTUAL S.A.;0027;SP
BANCO BTG PACTUAL S.A.;0055;SP
BANCO BTG PACTUAL S.A.;0099;SP
BANCO BTG PACTUAL S.A.;0050;SP
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;SP
BANCO MODAL S.A.;0001;RJ
BANCO MODAL S.A.;0002;SP
BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;RJ
BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;SP
BB-LEASING S/A ARRENDAMENTO MERCANTIL;0000;DF
BANCO CLASSICO S.A.;0001;RJ
IDEAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;SP
BANCO C6 S.A.;0001;SP
BANCO GUANABARA S.A.;0001;RJ
BANCO GUANABARA S.A.;0612;CE
BANCO INDUSTRIAL DO BRASIL S.A.;0001;SP
BANCO INDUSTRIAL DO BRASIL S.A.;0002;RJ
BANCO INDUSTRIAL DO BRASIL S.A.;0003;SP
BANCO INDUSTRIAL DO BRASIL S.A.;0004;PR
BANCO INDUSTRIAL DO BRASIL S.A.;0005;BA
BANCO INDUSTRIAL DO BRASIL S.A.;0008;AP
BANCO INDUSTRIAL DO BRASIL S.A.;0009;GO
BANCO INDUSTRIAL DO BRASIL S.A.;0013;AM
BANCO CREDIT SUISSE (BRASIL) S.A.;0001;SP
SUL AMERICA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;0000;SP
SUL AMERICA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;0000;RJ
C6 CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;0000;SP
QI SOCIEDADE DE CRÉDITO DIRETO S.A.;0001;SP
J.P. MORGAN CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.;0000;SP
FAIR CORRETORA DE CAMBIO S.A.;0000;SP
FAIR CORRETORA DE CAMBIO S.A.;0000;RS
CREDITAS SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;SP
MERCANTIL DO BRASIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;0000;MG
BANCO DE LA NACION ARGENTINA;0001;SP
CITIBANK N.A.;0603;SP
BANCO CEDULA S.A.;0001;RJ
BRB - CREDITO, FINANCIAMENTO E INVESTIMENTO S/A;0000;DF
BANCO BRADESCO BERJ S.A.;0001;RJ
BANCO BRADESCO BERJ S.A.;0122;SP
BANCO J.P. MORGAN S.A.;0001;SP
BANCO J.P. MORGAN S.A.;0009;RJ
BANCO J.P. MORGAN S.A.;2482;MG
BANCO LOSANGO S.A. - BANCO MÚLTIPLO;0001;RJ
BANCO XP S.A.;0000;RJ
ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;SP
BANCO CAIXA GERAL - BRASIL S.A.;0001;SP
BANCO CITIBANK S.A.;0001;SP
BANCO CITIBANK S.A.;0003;RJ
BANCO CITIBANK S.A.;0016;SP
BANCO CITIBANK S.A.;0010;PR
BANCO CITIBANK S.A.;0030;SP
BANCO CITIBANK S.A.;0009;MG
BANCO CITIBANK S.A.;0008;DF
BANCO CITIBANK S.A.;0004;SP
BANCO CITIBANK S.A.;0011;RS
BANCO CITIBANK S.A.;0006;PE
BANCO CITIBANK S.A.;0007;BA
BANCO CITIBANK S.A.;0031;SP
BANCO CITIBANK S.A.;0034;SP
BANCO CITIBANK S.A.;0029;MG
BANCO CITIBANK S.A.;0027;RS
BANCO CITIBANK S.A.;0035;SP
BANCO CITIBANK S.A.;0026;PE
BANCO CITIBANK S.A.;0036;SP
BANCO CITIBANK S.A.;0037;RJ
BANCO CITIBANK S.A.;0057;SP
BANCO CITIBANK S.A.;0055;DF
BANCO CITIBANK S.A.;0064;RJ
BANCO CITIBANK S.A.;0065;RJ
BANCO CITIBANK S.A.;0066;SP
BANCO CITIBANK S.A.;0070;PR
BANCO CITIBANK S.A.;0071;MG
BANCO CITIBANK S.A.;0074;SP
BANCO CITIBANK S.A.;0069;SP
BANCO CITIBANK S.A.;0075;RJ
BANCO CITIBANK S.A.;0087;RJ
BANCO CITIBANK S.A.;0088;SP
BANCO CITIBANK S.A.;0067;SP
BANCO CITIBANK S.A.;0024;SP
BANCO CITIBANK S.A.;0092;SP
BANCO CITIBANK S.A.;0091;DF
BANCO CITIBANK S.A.;0084;RS
BANCO CITIBANK S.A.;0085;RJ
BANCO CITIBANK S.A.;0077;SP
BANCO CITIBANK S.A.;0089;SP
BANCO CITIBANK S.A.;0078;SP
BANCO CITIBANK S.A.;0090;SP
BANCO CITIBANK S.A.;0086;SP
BANCO CITIBANK S.A.;0045;RJ
BANCO CITIBANK S.A.;0041;SP
BANCO CITIBANK S.A.;0038;BA
BANCO CITIBANK S.A.;0043;SP
BANCO CITIBANK S.A.;0049;SP
BANCO CITIBANK S.A.;0044;SP
BANCO CITIBANK S.A.;0061;SP
BANCO CITIBANK S.A.;0042;SP
BANCO CITIBANK S.A.;0046;PR
BANCO CITIBANK S.A.;0047;MG
BANCO CITIBANK S.A.;0056;SP
BANCO CITIBANK S.A.;0052;SP
BANCO CITIBANK S.A.;0053;SP
BANCO CITIBANK S.A.;0098;PE
BANCO CITIBANK S.A.;0002;SP
BANCO CITIBANK S.A.;0101;SP
BANCO CITIBANK S.A.;0083;SP
BANCO CITIBANK S.A.;0080;SP
BANCO CITIBANK S.A.;0096;SP
BANCO CITIBANK S.A.;0054;SP
BANCO CITIBANK S.A.;0108;SP
BANCO CITIBANK S.A.;0014;RJ
BANCO CITIBANK S.A.;0023;SP
BANCO CITIBANK S.A.;0100;SP
BANCO CITIBANK S.A.;0105;SP
BANCO CITIBANK S.A.;0111;MG
BANCO CITIBANK S.A.;0113;SP
BANCO CITIBANK S.A.;0115;SP
BANCO CITIBANK S.A.;0119;SP
BANCO CITIBANK S.A.;0117;GO
BANCO CITIBANK S.A.;0118;PR
BANCO CITIBANK S.A.;0122;DF
BANCO CITIBANK S.A.;0123;DF
BANCO CITIBANK S.A.;0121;PR
BANCO CITIBANK S.A.;0124;SP
BANCO CITIBANK S.A.;0125;SC
BANCO CITIBANK S.A.;0120;SP
BANCO CITIBANK S.A.;0127;CE
BANCO INDUSCRED DE INVESTIMENTO S.A.;0001;SP
BANCO RODOBENS S.A.;0000;SP
BANCO FATOR S.A.;0001;SP
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;0000;RJ
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;0000;SP
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;0000;DF
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;0000;PE
CITIGROUP GLOBAL MARKETS BRASIL, CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;SP
ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES;0000;PR
ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES;0000;MG
ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES;0000;RJ
ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES;0000;RS
ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES;0000;SP
ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;SP
BRB - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;0000;RJ
DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;0000;RJ
DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;0000;RS
J.P. MORGAN S.A. - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;0000;SP
BGC LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0000;RJ
BGC LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;0000;SP
CITIBANK DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;0000;SP
BANCO ITAÚ CONSIGNADO S.A.;3499;SP
MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;0000;RJ
MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;0000;SP
FONTECRED - SOCIEDADE DE CRÉDITO DIRETO S/A;0000;MG
HAITONG SECURITIES DO BRASIL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.;0000;SP
BRKB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0001;RJ
BANCO MÁXIMA S.A.;0001;RJ
BANCO MÁXIMA S.A.;0002;SP
MOVA SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;0000;SP
BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;0000;SP
BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;0000;RJ
LISTO SOCIEDADE DE CREDITO DIRETO S.A.;0000;SP
HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;0001;SP
EMCASH SERVIÇOS FINANCEIROS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;0000;MG
BANCO MERCANTIL DE INVESTIMENTOS S/A;0000;MG
EUROINVEST S.A. CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS;0000;RJ
NEXOOS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;0000;SP
BMG LEASING S.A. AM;0000;SP
INTERCAM CORRETORA DE CÂMBIO LTDA.;0000;SP
BANCO IBM S.A.;0000;SP
ÓTIMO SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;PE
BMP MONEY PLUS SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;SP
STONE SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;SP
MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;0000;PA
VITREO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;SP
REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;0000;SP
BULLLA SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;0000;SP
TANGER SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;SP
INTEGRAL ACCESS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;0000;SP
SIMPALA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;RS
PINTOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;0000;PI
QI SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;0000;SP
ED&F MAN CAPITAL MARKETS DISTRIBUIDORA DE TÍTULOS  E VALORES MOBILIÁRIOS LTDA.;0000;SP
ZANON CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;0000;RS
PLANTAE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;SP
STARCRED SOCIEDADE DE CRÉDITO DIRETO S.A.;0000;RS
UP.P SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;0000;SP
OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A.;0000;RJ
OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A.;0000;SP
CAPTALYS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;0000;SP
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;ES
BIGCASH SOCIEDADE DE CREDITO DIRETO S.A.;0000;MG
FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0000;SP
